데이터프레임,train_test_split(Y/R),t-test(Y/N),변수선택법,VIF(Y/N),sampling 방식,적용모델,선택된 변수,혼동행렬,Accuracy,Precision,Recall,F1-score,hyperparameter 변경
diff_df,Y,t_Y,stepwise,v_Y,RUSE,knn,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2360  689]
 [  17   20]]",0.7709999999999999,0.027999999999999997,0.541,0.054000000000000006,none
diff_df,Y,t_Y,stepwise,v_Y,RUSE,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2985   64]
 [  33    4]]",0.969,0.059,0.108,0.076,none
diff_df,Y,t_Y,stepwise,v_Y,RUSE,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2244  805]
 [  16   21]]",0.7340000000000001,0.025,0.568,0.049,none
diff_df,Y,t_Y,stepwise,v_Y,RUSE,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2655  394]
 [  12   25]]",0.868,0.06,0.6759999999999999,0.11,none
diff_df,Y,t_Y,stepwise,v_Y,RUSE,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2553  496]
 [  12   25]]",0.835,0.048,0.6759999999999999,0.09,none
diff_df,Y,t_Y,stepwise,v_Y,ROSE,lg,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[1366 1683]
 [  14   23]]",0.45,0.013,0.622,0.026,none
diff_df,Y,t_Y,stepwise,v_Y,ROSE,sgd,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[1578 1471]
 [  26   11]]",0.515,0.006999999999999999,0.297,0.013999999999999999,none
diff_df,Y,t_Y,stepwise,v_Y,ROSE,knn,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2988   61]
 [  33    4]]",0.97,0.062,0.108,0.078,none
diff_df,Y,t_Y,stepwise,v_Y,ROSE,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2931  118]
 [  34    3]]",0.951,0.025,0.081,0.038,none
diff_df,Y,t_Y,stepwise,v_Y,ROSE,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[3024   25]
 [  37    0]]",0.98,0.0,0.0,0.0,none
diff_df,Y,t_Y,stepwise,v_Y,ROSE,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2596  453]
 [  12   25]]",0.8490000000000001,0.052000000000000005,0.6759999999999999,0.09699999999999999,none
diff_df,Y,t_Y,stepwise,v_Y,ROSE,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[3049    0]
 [  36    1]]",0.988,1.0,0.027000000000000003,0.053,none
diff_df,Y,t_Y,stepwise,v_Y,SMOTE,lg,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[1359 1690]
 [  14   23]]",0.44799999999999995,0.013000000000000001,0.622,0.026000000000000002,none
diff_df,Y,t_Y,stepwise,v_Y,SMOTE,sgd,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[1458 1591]
 [  18   19]]",0.479,0.012,0.514,0.023,none
diff_df,Y,t_Y,stepwise,v_Y,SMOTE,knn,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2663  386]
 [  22   15]]",0.868,0.037000000000000005,0.405,0.068,none
diff_df,Y,t_Y,stepwise,v_Y,SMOTE,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2896  153]
 [  32    5]]",0.94,0.032,0.135,0.051,none
diff_df,Y,t_Y,stepwise,v_Y,SMOTE,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2902  147]
 [  33    4]]",0.9420000000000001,0.026000000000000002,0.10800000000000001,0.043,none
diff_df,Y,t_Y,stepwise,v_Y,SMOTE,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[2589  460]
 [  12   25]]",0.847,0.052000000000000005,0.6759999999999999,0.096,none
diff_df,Y,t_Y,stepwise,v_Y,SMOTE,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[3021   28]
 [  32    5]]",0.981,0.152,0.135,0.14300000000000002,none
diff_df,Y,t_Y,stepwise,v_Y,None,lg,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[1555 1494]
 [  21   16]]",0.509,0.011,0.4320000000000001,0.021,none
diff_df,Y,t_Y,stepwise,v_Y,None,sgd,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[1615 1434]
 [  17   20]]",0.53,0.013999999999999999,0.541,0.027000000000000003,none
diff_df,Y,t_Y,stepwise,v_Y,None,knn,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,stepwise,v_Y,None,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,stepwise,v_Y,None,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[3024   25]
 [  36    1]]",0.98,0.038,0.027000000000000003,0.032,none
diff_df,Y,t_Y,stepwise,v_Y,None,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,stepwise,v_Y,None,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_운전자본회전률']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,None,v_N,RUSE,lg,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[1313 1736]
 [  12   25]]",0.434,0.013999999999999999,0.6759999999999999,0.027999999999999997,none
diff_df,Y,t_Y,None,v_N,RUSE,sgd,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[1147 1902]
 [  10   27]]",0.38,0.014,0.73,0.027000000000000003,none
diff_df,Y,t_Y,None,v_N,RUSE,knn,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[2503  546]
 [  14   23]]",0.8190000000000001,0.04,0.622,0.076,none
diff_df,Y,t_Y,None,v_N,RUSE,svm,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[3006   43]
 [  34    3]]",0.975,0.065,0.081,0.07200000000000001,none
diff_df,Y,t_Y,None,v_N,RUSE,dt,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[2308  741]
 [  14   23]]",0.755,0.03,0.622,0.057,none
diff_df,Y,t_Y,None,v_N,RUSE,pr,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[2702  347]
 [  19   18]]",0.8809999999999999,0.049,0.486,0.09,none
diff_df,Y,t_Y,None,v_N,RUSE,rf,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[2453  596]
 [   8   29]]",0.804,0.046,0.784,0.08800000000000001,none
diff_df,Y,t_Y,None,v_N,ROSE,lg,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[1328 1721]
 [  14   23]]",0.438,0.013,0.622,0.026,none
diff_df,Y,t_Y,None,v_N,ROSE,sgd,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[1249 1800]
 [  11   26]]",0.413,0.013999999999999999,0.703,0.027999999999999997,none
diff_df,Y,t_Y,None,v_N,ROSE,knn,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[3000   49]
 [  33    4]]",0.973,0.075,0.108,0.08900000000000001,none
diff_df,Y,t_Y,None,v_N,ROSE,svm,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[2947  102]
 [  33    4]]",0.956,0.038,0.10800000000000001,0.055999999999999994,none
diff_df,Y,t_Y,None,v_N,ROSE,dt,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[3018   31]
 [  37    0]]",0.978,0.0,0.0,0.0,none
diff_df,Y,t_Y,None,v_N,ROSE,pr,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[2326  723]
 [   9   28]]",0.763,0.037000000000000005,0.757,0.071,none
diff_df,Y,t_Y,None,v_N,ROSE,rf,"['growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_적립금비율(재정비율)', 'growth_rate_비유동자산구성비율', 'growth_rate_타인자본구성비율', 'growth_rate_비유동비율', 'growth_rate_비유동장기적합률', 'growth_rate_부채비율', 'growth_rate_비유동부채비율', 'growth_rate_유보액대비율', 'growth_rate_EBITDA(백만원)', 'growth_rate_EBITDA/매출액(%)', 'growth_rate_EV/EBITDA(배)', 'growth_rate_자기자본증가율', 'growth_rate_총자본사업이익률', 'growth_rate_총자본영업이익률', 'growth_rate_총자본순이익률', 'growth_rate_자기자본영업이익률', 'growth_rate_자기자본순이익률', 'growth_rate_기업순이익률', 'growth_rate_경영자본영업이익률', 'growth_rate_경영자본순이익률', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_순운전자본회전률', 'growth_rate_운전자본회전률']","[[3048    1]
 [  37    0]]",0.988,0.0,0.0,0.0,none
